buseness_id,category,yelp_rating,number_of_reviews
gMNaH1VF-nHRgMqeQfw6aQ,American (New),4.5,366
GhqVM2M0abkKPZ_yOs9ddQ,Asian Fusion,3.5,31
z4z6HRohk7_Csmlb53Ywow,Korean,3.5,133
x0k5kFArHLijdY8-NEQ7Xg,Indian,4.5,1156
ztVLCZZcV84wz2UCQSthaA,Ramen,4.0,262
dPL9G3B-ot5H85njEFZTZg,Indian,4.0,85
jXyy2Vc-Dgp7QguQJSfnXw,Indian,4.0,267
vD0mp-ZGHixwQrdzCcxuGw,Korean,4.0,996
liamJHgg0WkWEbjOzjs5iw,Food Trucks,4.5,30
TqwO6CXG3ReioSpFTojY7w,Korean,3.5,148
tDxyIlkRD-1_yrpv2-J-pA,American (New),4.0,527
l0elKp7qzoPPF-8I3lZZFA,Cantonese,4.0,208
FhlNSp4iL0n81ROQLKUptw,American (Traditional),3.5,50
0FNhkcM3yDuFTd-I5jBpog,Mexican,4.0,264
mfQEuv4BBp0WjWsjYfxbQA,Italian,3.5,91
qujmK1ckIL1RkTB6Yrnd9w,Indian,4.0,78
vlQ_M74MwwwPGgs2RhGcrw,Japanese,4.0,153
GUPuNJjcBiHaOlO8RFX9nA,American (New),4.0,627
l5zqJgP6ZeencYbVVJra2g,Teppanyaki,4.5,73
gXt-bZlFmGs5LAl6sO6_vg,Tex-Mex,4.0,76
FdXeE401B1cVGnjLYu85zg,Mexican,4.0,333
xm9heoOG7PH22JNVthvreQ,Mexican,3.5,241
-ejuzGbu3ZHUndhLTQafJg,Cocktail Bars,4.0,465
84PmY6fwOx9Z33aX3sb_GQ,Indian,4.0,654
FlZ1zdVEKWv7dwqm8Uw8-w,Japanese,4.5,634
fanlKZzN-fI9LywqQD6EHg,American (New),4.0,127
WZsjitxhMUpPAxPpY1CX1A,Pizza,4.0,196
rBhnjbnAdAFJJIR-6-yXXQ,Pizza,4.5,305
3N_wXKMaf9wC0uJTueHP3w,Mexican,4.0,68
04exhf1PZ79_Km9vHAzvfA,Italian,4.0,663
uzY7zXdMuxSj1dzYZ0uOag,American (Traditional),3.5,22
Wx5v0U8zRJN51rG9X7cdfw,Korean,4.5,93
wOQM40blMmZMOiPhhNrnmA,Burgers,4.0,543
kH0lPM3DO51Pk4JaTRXlgQ,Cantonese,3.5,56
QNq_X4ImJkPKyVll_k6ViQ,Mexican,4.0,158
nMTLYfqMzYfO1eCfzkWprg,Mexican,4.5,22
TYFOAS6NZtLksAfwMfuJnQ,Indian,4.0,176
pXRrRf8fDv6yU3xp1E25hA,American (Traditional),4.0,722
vWoT1h8E2eWvIdJqpuxfdg,Korean,4.5,148
AN0bWhisCf6LN9eHZ7DQ3w,Italian,5.0,36
2J0wXaUS701x3WvzBiPBDQ,Indian,4.0,181
3eNKMeKaqPa1GVRPRKbR1A,Chinese,3.5,138
K3L93ul_vEXXoBwDcQjOqw,Bars,4.5,392
IUQXvyq21Z-0IayNBfRFWg,American (New),3.5,30
CWiLnaLARSLI6ii9wCL4wg,Chinese,4.0,56
YrVFPxvu4hQnHQNWcqsTUg,American (New),4.0,449
LqxwgpXvWMrAZV5W0u2x6g,American (Traditional),4.0,149
3Tc6ArWBrRYqLNnpgYwJiw,Mexican,5.0,4
-8QlV3b_9H4BAh6LgMIr1g,Indian,4.0,447
b-ovJ5Moe92RBCs_jI88kg,Japanese,3.0,196
UKxBXgFYhRXlwJjFpFoidQ,Korean,4.0,492
0UYCRf27EjTdWSq9j_YuWw,Italian,4.0,228
U3TUTWRqbW9WeLeWMxi2tw,Chinese,4.0,46
19fdSca3MUoaGFNX2BrjTQ,Poke,4.5,62
9-V4vgu2lJQ7FLrLu8lJjA,Japanese,4.0,601
YtZaBxnCFDMX3Hv0FsHk-A,Mexican,3.0,140
IAUJ71xZF-6XT5PkiR9koA,American (New),4.0,430
hq7gEA_0RZ2hfQ6HsQFtfg,Pizza,4.5,13
quTa1Lq2GbA1FmZflfuTJA,Indian,4.0,143
a8FoP9c16Fy1lLVGTMejyQ,Ramen,4.0,182
89uU51kOiQXbJHVA3C6XMQ,Mexican,4.0,606
Z1NSmtoWRqsR3Z2Ubfk_ew,Italian,4.5,78
VtaqIZuO5IlfvzRCIZ6Kew,Steakhouses,4.0,73
a4bHSG5KpNvpgKzHIx9CLQ,Korean,4.0,40
bJ0KWqW9dthK_sHJEwbKXw,Bars,4.0,166
rgHFY55p10VVur7N3s-z5Q,Sushi Bars,4.0,984
DaVTuhzi6EgWStb2eAjNjA,Mexican,4.5,464
bnUhQplC61MmSsLCQgQDRQ,Mexican,4.5,201
SZxTgWVU1Kuvqr5323xc0Q,American (New),4.5,2
u5YrdCZ7usO6ffZ8zVcJdQ,Japanese,4.0,210
DpZ7Xaub8Lhpg7VJdHaPpg,Japanese,4.0,885
Uv_WcjVWCNp0_tKzyvNYwQ,Mexican,4.5,173
oL5Y0hNJojyTdkw3tMapeg,American (Traditional),4.0,1010
Dd1w7xR7Xs3bthwusgy33Q,Vegetarian,4.5,65
qW3EsMvjh4LDAnj4ZA1L7Q,Chinese,3.5,40
6qKjl6xJQzLb9ka-QbTudA,Mexican,4.5,334
15YuEFO59yXd7BTO5NZgYw,Italian,4.0,259
6oWaOMzGPCe5fjZvINe6YQ,Japanese,4.0,194
JIQovrnYjGETxHQD6kAb0Q,Cocktail Bars,4.5,428
9t3DWuROXOrvioDxG9R59A,Japanese,4.5,27
zb_kVEgMAEBtYyY6NFvwUQ,Italian,3.5,110
v8_gZ0Z1TGzVVLzpU7o9Ww,Indian,4.0,102
uXAfWF6spfysdR3OtGGiYA,Korean,4.5,60
NJ3mCdzI4H74rMKiltpbew,Chinese,3.5,139
3avnlw2aM-OLG7fXh6_kKQ,Chinese,3.0,162
u4Bxhp6ICZh9pXBY7VETrg,Asian Fusion,4.0,31
65f6KuJcs4O2eXvavI9JwA,Pizza,4.0,114
vjeyNatt5L0F5qcHgKZeWw,Korean,4.5,94
9Qvnnf2fOGo8OItqrw6Tnw,Japanese,4.0,262
_z2_1TE_1brlvljiGtJ4mA,Indian,4.5,200
42BmFLsm1YAommyVHYxV5Q,Italian,3.5,237
AHnALipPBntPQhXaEzGvoA,Hawaiian,3.5,244
sk7LfHgtitNsQPtapYnKIA,Sushi Bars,4.5,221
faPVqws-x-5k2CQKDNtHxw,Southern,4.5,2637
0UfkkR5FhatACJDhhZ8LLA,Japanese,3.0,74
ogEtpbCgxv38PyB3ebivqQ,Indian,4.5,316
XHre5KKoCWV2UkNiseVlgw,Italian,4.0,68
oMgQ8AwOgiRBSGTmZgAYZA,Indian,4.0,69
90Oh88nCQukwPCTj_9M0cw,Chinese,4.0,139
5o_XEyhLrgpB6Cmeqp9NGg,Mexican,4.5,487
d40IPfK9lJ0jeGReWJVmDQ,Italian,4.0,170
aROWvF8ltWk6LLNO62haag,Indian,4.0,67
DwxMfYlv9L7HQEwCaiw2Xw,Chinese,2.5,76
HW9TB-ZOlmtMCnfseBydHQ,American (New),4.0,31
s52-qI44m03B_HI3CBhbRw,Pizza,4.0,388
0MWdg8aiQgcaYdwsko_doA,Chinese,5.0,10
2UkLQDcE4AySP0D-m8f2fw,Mexican,4.0,42
DaKqqqqc96gbwp8Ez_1kSQ,Indian,4.0,146
6rJwbvMfV45b52-LLbpreQ,Asian Fusion,4.0,42
MhPYEJxc12CcQ4VdBCnyiQ,American (New),4.0,12
of9oiYms87o4Ai8cArgYsQ,Indian,3.5,243
wuba10gZw-FUp7iWFQzdqA,Latin American,4.0,865
dn7d1fXsnSMzS033TFMNwg,American (New),4.0,156
8ISX61TnYXyJptvZrN1I5Q,Thai,4.5,75
Mf2lzB0Qj3mJTqIywEQv9Q,Chinese,4.0,418
t7vMWfwYL-B0vEs7AOgZ0A,Indian,2.5,26
nv81whlDVyaiJbknylUFvA,Italian,4.0,374
M6_Jp6Xcf2z-j_Ay_GiHtA,American (Traditional),4.0,121
E_YK2y55L40N3NOtG95RdA,Ramen,4.5,51
tjflPf7MTPmSgau-b8CN3A,Burgers,4.0,379
jbCI-V3eBw35hHv-tY2r0g,Italian,3.5,221
gDJVdgROKV3shbaAYoVFgw,Pizza,4.0,60
1oQRohLOJDY1bx67BmerYA,Indian,4.0,130
W-TAJwlfKb2DQ68m-fwqqw,Japanese,3.0,109
v_bJfxA5IhDmkA_4KgZ2pA,Chinese,4.5,333
kro24pqtb76vi5HjTxF1CA,Indian,4.5,41
NrX4H-BzOyQyVoDgsosBAQ,Barbeque,4.5,162
mRmyiWqc0MjTyirhqc-nXQ,Chinese,4.0,27
uXCtjTFzLX2tt6WaCGcCAg,Asian Fusion,4.0,1358
79CZWjc3mzc5hniSdIKK-w,Korean,4.0,113
sxNUpaApjh_54-l9RcJRDA,American (New),4.0,2679
KSVwY9ptbC7DJqPd7aicUA,Chinese,3.5,173
dEFyvs8TDFp7nUSH7Hu9og,American (New),4.5,48
UwKwzfJ5M7aEvu5zLPQ9VA,Mexican,4.0,190
K3J4zvnQ_G1d5xfffPf2Wg,Chinese,4.0,79
DEL6pCxqIpYNtUPa-K7BZw,American (New),4.5,370
-L894tjv04xCQvFjsK0-5w,Sports Bars,4.5,15
i76ERS3jM111T3VMbi2yrQ,Japanese,4.0,430
xVAAySe7oA3OQHjZa8hbig,Italian,3.5,60
2SCNi4RavjlvokaIlyZMGg,Mexican,3.5,290
PKtzAO_w-MCR_wx8aw2ZEg,American (New),4.0,9
gYHqxhVPjU45EiIivYbfUw,Sushi Bars,4.0,675
7F473Qfy0eRD6_5lgfWTSA,Indian,4.0,1246
jI60NSfumxYF4XUcEp7K8A,Indian,5.0,1
Xz0UyMoLcP4ux2p0vwDS1A,Mexican,4.0,348
-dSvkyLFO6t2LZhoyGhE-w,Sushi Bars,4.0,359
itVP3iPuPgppYawt0aZnig,Japanese,4.0,87
F23-3vb9R1WQul_QQeibAQ,Gastropubs,4.0,276
hQN73yiwJkGhsh1eMJb_Ew,Mexican,4.0,1369
T5UBAJt5Kod_wQGbH6m9hA,Mexican,4.0,150
i6I9-e_2VNc8MX8noUKHdw,Mediterranean,3.5,118
kYg8z7fnCI_xyoPtWJ703Q,Mexican,4.5,51
P5Z3SuQP612ff2Udmz9SbA,Italian,4.5,22
XH0cwfgqY4pNxPmAGE-ySA,Korean,4.5,4
3YAqTdLsvsApbJx1BvLFBg,Indian,4.0,222
rAsP3GSXqa907VueIMtVDQ,Korean,4.5,55
1YEy59MIN_mBooy0otE3xQ,Gastropubs,4.0,1189
SyG06EUVM1UK7-E15gePKg,Tacos,3.5,53
DiDL4iw6xh-cpPMuN4yr8A,Chinese,4.0,247
LFs5jyYdXlzi0SpAYi1eSA,Italian,4.0,1331
A2CSFJ1oOUIa15Jznt1NeQ,American (New),4.0,768
PsH-AXHUURe7f4HPO1BTmw,Italian,4.0,81
czwHHApQJpKcSAPDyxkRig,American (Traditional),4.5,197
FZ3M3K7yIvIj770TE4JpKw,Korean,3.5,48
QFLOgHDkvn52wiK4NsuVaA,Dim Sum,4.0,135
x-H-2BYL2XoDDLiub950Ag,Chinese,4.5,77
mXoGhrjp_8ZDv0fS7-IfsQ,American (Traditional),1.5,6
RjGPQra5O-i2IGi2szxzww,Indian,4.5,110
vLuTdOmcu9c99U_fy6hfHA,Italian,3.0,69
5Rpp36FyodXg2jZ8UKgbMA,American (New),4.5,94
rWXw2f8mrthDyR958XEh2g,Chinese,4.0,211
qtOclwANWEhDZTZFhvAZSg,Chinese,3.0,75
WBU0yq9J8qiYQfI_fh2P1Q,Korean,4.5,2598
nA6sb-Eh0uWiki69CvuBtg,Italian,4.0,256
cy4FogumV1yxUhMbhfvpNw,Italian,4.0,170
OS8T4BbHpN8Y6KAWK8eKFQ,Chinese,3.5,77
TujhWBzbB-dtgwaBrfjfcw,Chinese,4.0,413
rtpuuxmQ1Z-6jyL39wvzZQ,Burgers,4.5,1736
TGScAmsNy3GWTneNjqfb4w,Indian,4.0,324
09pqlAR4TSjQXNTiB4cXjw,American (New),4.0,698
jpkIekRcJwkheofnq4tyvw,American (New),4.5,367
AMU4bsCTc6HAa0GAbC4M6Q,Dim Sum,4.0,342
fPNTyVCbZLJVwaRf79MC2A,Indian,4.0,599
db81-8wjWRraQDQBk4-Jgg,Indian,4.5,138
FVli9aF6n16vcIaXNB2phw,Italian,3.0,71
VfoItHjl0NsYXGQHREr9Hw,American (Traditional),4.0,167
YGeWhWTczkcVkyBjhtNu0Q,Mexican,4.0,305
8aZfik6nwDQIhRovXT9Vxw,Sushi Bars,4.5,35
QNM-dm1-zt5Gq1OzldWHRQ,Japanese,4.0,140
WxtVRHl_z7T7vCXaXapigg,American (New),4.0,359
yAse4A4MmqL7AV9Jbf8zvg,Japanese,4.5,1487
ngu3My-XGzNNL7Bxul5ulQ,Pizza,4.0,445
Skk6KwRWPHonEYhV1sOvsA,Korean,5.0,46
Lke7X_Yug8ZB8M8mf5vSVw,Japanese,4.5,290
M9yGovzfImwcj31b7BztYQ,Japanese,4.5,98
cjrgjMYt_YET9ERIUwFR2w,Korean,4.0,126
xs0Mgq8uGZHk9AEFdGUqZw,New Mexican Cuisine,4.0,444
st07C3ZmrYTzCDJhWGyaKA,Chinese,4.0,845
rdMzqLEl9y4za44xmI-wVA,Mexican,4.5,122
ywH0noW7QvSK5pE7W4QgJg,Sushi Bars,4.0,215
kDVFmozQLPytbZ0Qn_a5qg,Sushi Bars,4.0,142
Yt9QfpDfraAWpe838KHwvQ,Mexican,4.5,276
fBRoUhkpEXLI_QQUJ0du8Q,Himalayan/Nepalese,5.0,20
VwZ5NDbIu3elGQI6MzcXBA,Cocktail Bars,4.5,187
z_aXkvufs5KfmS0fvXJ0hQ,Korean,4.0,256
WxDWsNoETSGy02z7Ah_14A,Korean,3.5,51
X4ogvj0MwDQNRAqrXvl2YA,Pizza,4.5,177
MXJjNlz5QekQzX0NJmGJFQ,Mexican,3.5,140
4E8YNKg6R7RugqnRMIU3kw,Japanese,4.0,76
gimQJDE89srFOIGKof6Uxg,Japanese,4.0,50
Lf7YFLAooolmO08FF2iEZA,Japanese,2.5,3
Gz-fvZY5M4B_4fs9iH1hxg,Bars,3.0,62
RvJzNNcQNimyeBmmOLSSJQ,Indian,4.5,42
R1CnBp1XfDVHcDA5QDgC9A,Korean,4.0,99
VKMTZiMZPZTWxR86CR3sxA,Italian,3.5,241
fjTHv9MvloUMhfhEhMe2fg,Asian Fusion,3.0,43
sT4LGehzyyHDsSdsorS_rQ,Japanese,4.0,53
lbIIyJa7lG1W0PMYf2MLUQ,Sandwiches,4.0,126
ey62_y_Pffm3LdHJk-zyRg,Bars,4.0,9
v9dTCnDsjMw6JAXLtkr5BQ,Hot Pot,4.5,19
fllwP9JHieW6-Mpbx1X6WQ,American (New),4.5,260
d3LS3R2aIC9r3s_04sr8YA,Indian,4.5,148
stEX2m8JDX9b3waEXqiKsA,Sushi Bars,4.0,898
sR8Q3kXeNb4so1yc3EBllg,Italian,3.5,112
zsQ6XNqWq-c9mrK0qkjjSg,Japanese,4.0,386
0bd6swPMJORx2_4wK80spw,Ramen,4.5,198
l_4bvRFr4GUvYeAlZ_t0dg,Korean,4.5,118
fEig4z0y_qCMRLvW7HRuqA,American (New),4.0,293
fMOVZ-u5IqfJ-lNOCLVm7g,Korean,3.5,38
f7FPMRaMbGiX-CXPaLFCJw,Dim Sum,3.5,78
RHpT5Kavidd0CsAZStYgKw,Mexican,4.5,175
V44NY_eX5uOu55FZtmqrNg,Japanese,4.0,166
XwEnUc_YmMA2_INYAOpB1A,Italian,4.5,41
1048yN4bQRt_h3zQ04GDSA,Dim Sum,4.0,1239
ql3Aoie9Hxl-4sjeqP2Bzw,Indian,4.5,79
oyleBugI9hJl9gIAEj1d2g,Italian,3.5,60
-iBRNG3BKhTgvVmZ1DcHXw,Barbeque,4.0,92
kUxtjTa2vCSWQvr00YwxQw,Japanese,4.0,304
buacGSEw8yLGJo8g-i02wg,Sushi Bars,4.0,383
JBRKXI-IjxiwJJbXf2-6SQ,Korean,4.0,202
V3btCvWa1flTBYt2YKea_g,Indian,4.5,636
ixkFUpZlkz2Ne_hLbMx_VA,Korean,4.0,53
JhGat0GTvf6rG7KUHrIQqw,Chinese,4.0,106
qoa4G6VPNewFZeZse0e79w,American (New),4.5,86
nbhJOLGG1hS-ff3yUlvb2Q,Chinese,3.5,28
EQZBx-WhO3w6CgcIkXF5tw,American (Traditional),4.0,28
H4fZaO34gIbOgLcvvjIEWw,Mexican,4.0,102
ftbdUNnCnrSwanzV_99vyg,Italian,3.5,67
5otK5LYEv19syCxGpRvi-Q,Indian,4.0,145
l_jVTsdEY0n9vaNoafcGcw,Indian,4.5,60
Pd04oywsHCe9FsWnFQ2Uog,Italian,4.5,141
QHNEWVnhKyTixJUe22xrHQ,Mexican,4.0,187
w5vKf2dJdzWxVtUCpk4K0g,Italian,4.0,49
nQeu2F4xOiKoXIp-9engUw,American (New),4.5,595
G_LtZnL66Iwama_7_FCLUQ,Sushi Bars,4.0,271
fk-pm3NPdbaHa-_Ji8a4CQ,Indian,4.0,267
2FPNDGMzmVFKUM5H9B423w,Korean,4.0,176
RLQpXAxDpjiWIEoJ9nqwOQ,Italian,4.5,79
O5LnTroDDouDbjdjufXJsg,Mexican,4.0,72
TNKJoyTaMtkL2J2cl_-fRw,Mexican,3.5,101
6kYXlDXqgx5X8yCU9w0AxA,Mexican,4.0,99
dZ9UC9pP7rep5oNdUABtwQ,Indian,4.5,47
w2206lBJiiUzDG4s3LJbBA,Breakfast & Brunch,4.0,265
OZUsegxGHO09PNVnV7HqGQ,Mexican,4.0,28
DYX1KsipIxOzz_pqlvUzvg,Italian,4.5,89
hgbWuZU90ws34jYLa3jDPw,Chinese,4.0,46
Fl9H8p4ZSdHWymCEo5Xcxg,American (New),4.5,266
lmxA0dJM0XsPCIHPXhEQ-g,Japanese,4.0,614
eFtQDmNER9pRB9YdPxMMXA,Chinese,3.0,197
z-YJ7e_nh4x1A73SR6EoEw,Sushi Bars,3.5,67
WuOUVF3rPsFSj8osEBbYWw,American (New),4.5,35
IJJ9_dty1jvOX-XeAAgQgw,Ramen,4.0,15
EodTSFN1IuhLuOli4ihw9g,Mexican,4.0,447
sqjixMtnm0jRnPfRLzQczA,Mexican,3.5,54
2rCtsIO9Z--5YnEVMMoqAw,Indian,4.5,20
ekgPl3-dVdGLQveIorB4WA,Korean,3.5,114
U--WaaP-pH8a8e_61SWtVA,Italian,4.0,97
zZ01WQlcpI1_n806WKV3bA,American (New),4.0,391
xNxtJwknZwQhO7zJRsEL3A,Burgers,4.0,80
hJDij-ZQkVeqp4A7Ta9Kpw,Chinese,3.5,193
fwQ056_s0JpkBBcGS7Ecdw,Korean,4.5,129
yRnFnpCJ1Upf5BdjwNQXDw,Indian,4.0,240
S9TioD_7kOWMvM8_QHtIvw,Mexican,4.0,356
nJCuhyLildJQDjg6XS_lgw,Chinese,3.5,93
d0Y0U4twhR7_CtG1BrmCAw,Middle Eastern,4.5,235
rvEseyKWxrj206P3KnrWVA,American (New),4.0,217
RsrVsDtlaFw96UAoWj0HWA,Indian,4.0,22
FJnWA-O8yjGfs-sP6aDeUg,Chinese,4.0,87
J9UA6rzI5WW_cDGjwDnF5g,Japanese,4.0,1115
RBx16Q13I43yUESbTnzEgA,Izakaya,4.0,46
9LfhceKuT7EO2tLsWhh2hA,Indian,4.0,71
l6sShHJj-N6uCjImDm4hDQ,Barbeque,4.5,11
1485i_hasWimFGt8kx7CsA,American (New),4.0,1650
Vnagnur1os0ZduOpvDH27A,Italian,4.0,321
a3ngzEd12Q4JHOKCun---A,Italian,4.0,67
5Jm1hCKYAX7bOtgGMk2IPQ,Chinese,4.0,52
jAQZKGuAxrscx3GBpFusmg,Mexican,4.5,27
6H8xfhoZ2IGa3eNiY5FqLA,Italian,4.5,402
biCO6zc-opMp-uJ6rkTENA,Korean,3.5,151
BCoVE-SCPwbcA88BVxjuFg,Chinese,4.0,388
71iywWsV_DMiCORfg2_ETg,American (Traditional),4.5,198
ynslDM6sigg3mLD8JR8aQQ,Bars,4.0,15
RbyRSJ3IDh3_j1whGzcTaA,Chinese,4.0,68
f9S3hcUvRNvmVns6u3VaXQ,Mexican,4.0,153
WG639VkTjmK5dzydd1BBJA,Italian,4.0,1530
znZ6AXMSXixY5C-Yx3Wh5A,Indian,4.0,34
669Qpjh_pz2O0lWI1NJ8TQ,American (New),4.5,80
CHydT66YNPpDiBkdKerIMQ,Indian,4.0,1081
1QFM4qeamPPFlwpg0S624g,Indian,4.5,282
Mdj5GGI5Zu1ETkNFnojDZQ,Chinese,3.0,58
yg1onzPFULGaEFT81CBmeQ,Korean,3.5,213
7Er3ykMx3xUzw_kAyoyz4w,Mexican,4.5,79
VtCm2_YI-30V35KJtvkcVQ,Italian,3.5,97
oc0-wLCD278zzI3jqGgtlw,Vegan,4.5,222
ZOWTI3dAGNYtyjZjcSgmNw,Indian,3.5,148
fJ_fsCqo9LCtg6jdGjhOiw,Asian Fusion,3.5,85
v8WF7oUBkOIPAXbJhW4m-g,Mexican,4.0,308
m8v9G5QhaERapMQyKoc4JA,Indian,4.0,70
y45IjJDa29lYe2LYVMvwvw,Chinese,3.5,50
zLvOgEp2dxB7NlWDYZgNUg,Chinese,4.0,34
RMznVrsHDw47__TYj2bSMg,Italian,4.0,137
UnyFwvPuufB3EA4G900XoQ,Gluten-Free,3.5,33
ihzxXswsSiRKNjfSI9yAoQ,Pizza,4.0,230
MMRRS6YhVRx_iN5-JhMRYg,Szechuan,4.0,585
97Re2LvqSBisrdFxeSHrPw,American (New),4.5,89
WVJ9bOeEALybHMnfCdQwfA,Mexican,4.5,34
aoZ6S97rgx61zm_roPMjDg,Japanese,4.0,105
ohosmz6FXVAeoW5nUkYwng,Taiwanese,4.5,1652
r_XyM0Fl5oC13Xv0izBT0g,Japanese,4.0,53
lKNWKUj3WctYdlTexEBK3g,Mexican,4.5,89
bhnKl105GwMVVlsiUnwr2w,American (New),4.5,1715
R20F5O0SCBN5MP89xf93sA,Chinese,3.0,15
oaNMKsN9AgWV6MMGoShW-w,Mexican,4.5,84
qS2Gg7_FH8iHFiorOVd7hg,Italian,4.0,484
5twih6aX2llG8j9cBCh5_A,Korean,3.5,135
3ZTmr8aHtnvfzmkpOXslKg,Italian,4.0,37
H1CL1iF7ODmloYKI4zs8uw,Latin American,4.5,93
Qnygya3w8JiXolfXogN9BQ,Pizza,3.5,60
FBiCXfyiiP6lsWAhlOIhow,Japanese,3.5,66
K3iw26MkmSBPAM7BzHkIYQ,Japanese,4.0,165
VdB1YL718sAxae12PGgplw,Chinese,4.0,63
qzfFpg4lZLBWDsp6LQMU3w,Mexican,4.0,12
qsjwHTPpUof24ID8l-GvuQ,Indian,4.5,440
nwda5euff4RB7ngiV5m6uQ,Thai,3.5,71
ib2KMYdptm0mm2VlaRfuNg,Korean,4.0,173
vezNFcHDOm2hRghPSg4Xww,Chinese,4.0,34
Cd2ERofxOeCbCi-0yDs0aw,Mexican,4.5,352
BiTX6BWh3u24HwcrsipI8w,Mexican,4.0,184
vOvqK5zBxR1xfXpQUGto3A,Chinese,3.5,111
yi9xXidbjh_bTM9J0MElwQ,Italian,4.0,748
fbRAxDjUMknGNiKwHpf5XA,Asian Fusion,4.0,327
Vz2RN55rTJBGn43K1v84nA,Italian,4.0,1448
iyBbcXtQSBfiwFQZwVBNaQ,Bars,4.0,6380
-V6OEtCRXyyW37CQJsHIxA,Chinese,4.5,38
Yd-E1a0HcvfVSXxOfnHfag,Chinese,4.0,189
kNwfUukvLd3q38PX0QEDDQ,Korean,4.0,88
iLkezfaMOU6qVk1GUGYN1w,Italian,4.0,459
zYyVEC0IF86xSHF3GFmvkg,Indian,3.5,266
htDRn1cXDyimxz6BJWB3LQ,Italian,3.5,154
LjAt-SP7BwIpp56TZHVsWA,Japanese,5.0,20
M0JTO3oyu6gxh1mfFjU-dA,Chinese,4.0,5936
cOArebe15EigTFrQltR8tw,Chinese,4.0,26
yyda-pR9EQFLPApwXf7yHw,Gastropubs,4.5,241
zkoB94aF87JvcoyUSL4UZg,American (New),4.0,25
9_CEU7Wmvmwlyvqr-PJD6w,Mexican,4.0,840
PZe0q_153VHUnaR-8dOTJg,Salad,4.5,672
PQ15SQ4e9Gpw7KpoYHjlow,Indian,4.0,131
Csa0t9l6CvM2oeZLgFC6Iw,Japanese,3.5,97
YyvpjiXO_lQuZxn6wqoPJw,Korean,3.5,229
kUSP92dyIM46g0rCKMRbYQ,Ramen,3.5,159
FlMQXAGuBH9kfoVkbmfAnQ,Italian,4.5,24
Z6Io2AbJrof7TPVliMZkAg,Japanese,4.5,236
aeSuIEfYiJK4zjFPWpLkRA,Korean,3.5,26
xuIhX_5H4JHVAOCgAuSPGg,Sushi Bars,4.5,48
YaoSDBoO7w6p_eQcNbhs9Q,Italian,4.0,58
HPhQ6rSrvW87AX91jXun4w,Sushi Bars,4.5,93
IqxTaWdhqi396H6-8Jq8mA,Italian,4.0,470
nEaTbGFlU7d9eLU2kl6KBw,Mexican,4.5,215
LWshhOwxnlPm5JWJZ95TRg,Indian,4.0,182
BpnafSDzp01LN1YQVxXEBA,Indian,4.5,146
Dh-Hv9F4MO95g1tFL5QhSA,Korean,4.0,672
rGaWGPjWWM3KHdLOaUB4kQ,Indian,3.5,40
N-Wdk8ouzcvZldH41tt2cA,Indian,4.5,99
RL_q_ky4s2iyGp8QYxAnPQ,Italian,4.0,166
tuDmwyx080IEpHsV78tC5A,Italian,4.0,115
P_XrgeKYsE-mg_EF9xtg3w,Indian,4.5,23
I9aC7RtyKaW3yOR6nihPPA,Italian,5.0,21
SjjB1rue7x5FzYrCXq1kSw,Mexican,4.0,246
GDg2xxKgwtAIRjWHFqmW_Q,American (Traditional),4.0,34
SWhHaWFuijy_KDs0zVCJog,Italian,4.0,606
zZIe73_RTUKqoZJmZnkZBw,Italian,4.0,51
-iFvYhgysvjkxckCr42NRw,Grocery,4.0,183
ZPP5qSIgRG37j1iutT82lA,Japanese,3.0,139
U-yADCDirnznRTi9mkyLjw,American (Traditional),4.0,294
3LBiMHGe9yTtg2qZj6nFyg,Indian,4.0,371
GST3wg-wej15vHeCvaXE6w,Bars,4.0,1103
Q_xYu-RqixW4O-TlEbc1fA,Italian,4.0,464
w2eWMiUASUzmKtJzJHxxnA,Mexican,4.0,173
1jxDyJSmInVbiAyiUWzEMA,Sushi Bars,4.0,209
LRPFwZ78sJpQhFofls-0fw,Chinese,3.5,261
Cfl4gpf9oneiuZUExMtA4w,Indian,4.5,73
vVF-M6yj3uUljHFZ_WXeiw,Sushi Bars,4.5,176
G8L6csUyGcoiQZPzfv7HTw,American (Traditional),4.5,320
kH6b2vVxY-tbt0FIX3yzNQ,American (New),4.0,57
_wsanF4-GGoMnU-okwPj5Q,American (Traditional),4.0,86
ofHvWgQ2N99pWPyvReS8yQ,Indian,4.0,300
eImqLr2zJHEmC4LI3JjhGA,Wine Bars,4.5,16
OhcNR81DiJI9ajhk2oBtnA,Sushi Bars,4.0,49
-9peVEeIhs3Yw9znJ85L3w,Pubs,4.0,340
ZucUm6bBfhe0bHW4oyO-Dg,Latin American,4.5,518
naEdw579sgG_o4UBSTNwhg,Buffets,3.0,15
V9cBgn2RFLurwg6lwuLH7w,Chinese,4.0,188
rzSC3wDvl9cC0ZKsO4mRpg,Sushi Bars,3.5,99
GTLH34A2fAKCqnmoeK6-wQ,Sushi Bars,4.5,97
sqr1T-KLQ7ED49SlAEx49w,Korean,4.5,76
ASRswba4TekZnxzar15qqg,Italian,4.0,744
rYnyJSO-LVHLX1rMa0h51A,American (New),4.5,48
koo5tejHzbcAwdSvQDJadQ,Indian,4.0,131
-HTra3AbYlsjx1VIlsIJbw,Indian,4.5,104
r8znVB_xDZqUy8Gtn2GNlg,Italian,4.5,423
